name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating
machi_ing_maker_3_x_tousouchuu,psp,2010.0,simulation,0.0,0.0,0.1,0.0,67.0,6.4,E
truth_or_lies,wii,2010.0,misc,0.04,0.05,0.0,0.01,28.0,5.2,T
kelly_slater_s_pro_surfer,xb,2002.0,sports,0.08,0.02,0.0,0.0,80.0,8.0,E
my_healthy_cooking_coach,ds,2007.0,simulation,0.09,0.0,0.0,0.01,,,E
snk_vs_capcom_svc_chaos,xb,2004.0,fighting,0.08,0.02,0.0,0.0,68.5,7.95,T
nfl_tour,x360,2008.0,sports,0.09,0.0,0.0,0.01,49.0,3.1,E
master_of_the_monster_lair,ds,2007.0,role_playing,0.09,0.0,0.0,0.01,56.0,7.45,E10+
harry_potter_and_the_deathly_hallows_part_1,pc,2010.0,action,0.08,0.02,0.0,0.01,37.0,4.1,T
sudoku_mania,ds,2006.0,puzzle,0.09,0.0,0.0,0.01,25.0,3.5,E
codename_kids_next_door_operation_v_i_d_e_o_g_a_m_e,ps2,2005.0,platform,0.05,0.04,0.0,0.01,49.0,8.0,E10+
choujikuu_yousai_macross_ai_oboete_imasu_ka,sat,1997.0,shooter,0.0,0.0,0.1,0.0,79.0,,E
resident_evil_revelations_2,xone,2015.0,action,0.07,0.02,0.0,0.01,75.0,7.5,M
thief_2014,pc,2014.0,action,0.0,0.09,0.0,0.01,72.0,7.1,M
vanishing_point,ps,2001.0,racing,0.06,0.04,0.0,0.01,68.0,7.75,E
dragonseeds,ps,1998.0,action,0.03,0.02,0.04,0.01,89.0,8.6,T
the_bard_s_tale,xb,2004.0,role_playing,0.08,0.02,0.0,0.0,75.0,8.8,T
nodame_cantabile,ds,2007.0,misc,0.0,0.0,0.1,0.0,63.0,6.6,E
the_history_channel_civil_war_secret_missions,ps3,2008.0,shooter,0.09,0.0,0.0,0.01,72.0,7.4,M
alien_hominid,ps2,2004.0,shooter,0.05,0.04,0.0,0.01,78.0,8.3,T
world_snooker_championship_2007,ps3,2007.0,sports,0.0,0.1,0.0,0.0,73.0,6.82,E
l_aigle_de_guerre,gba,2001.0,strategy,0.0,0.0,0.1,0.0,78.0,8.45,T
earth_defense_force_2025_1_the_shadow_of_new_despair,ps4,2015.0,action,0.0,0.0,0.1,0.0,74.0,7.1,M
lode_runner_3_d,n64,1998.0,action,0.08,0.02,0.0,0.0,89.0,8.6,T
indy_racing_2000,n64,2000.0,racing,0.08,0.02,0.0,0.0,68.0,7.4,E
gt64_championship_edition,n64,1998.0,racing,0.08,0.02,0.0,0.0,88.0,,
milo_s_astro_lanes,n64,1998.0,sports,0.08,0.02,0.0,0.0,,,
jeopardy,n64,1998.0,misc,0.08,0.02,0.0,0.0,,,
disney_s_donald_duck_goin_quackers,n64,2000.0,platform,0.08,0.02,0.0,0.0,66.33,5.77,E
aidyn_chronicles_the_first_mage,n64,2001.0,role_playing,0.08,0.02,0.0,0.0,73.0,8.7,T
virtual_pool_64,n64,1998.0,sports,0.08,0.02,0.0,0.0,,,
flying_dragon,n64,1997.0,fighting,0.08,0.02,0.0,0.0,,,
international_superstar_soccer_64_weekly_jp_sales,n64,1997.0,sports,0.0,0.0,0.05,0.05,,,
gekido,ps,1999.0,fighting,0.06,0.04,0.0,0.01,,,
myst,ds,2007.0,adventure,0.09,0.0,0.0,0.01,43.0,3.5,E
sword_art_online_lost_song,ps3,2015.0,role_playing,0.0,0.0,0.1,0.0,66.5,6.7,T
disney_s_the_jungle_book,gba,2002.0,platform,0.07,0.03,0.0,0.0,60.0,7.6,E
puss_in_boots,ds,2011.0,action,0.08,0.01,0.0,0.01,70.0,7.0,E
tom_clancy_s_ghost_recon_predator,psp,2010.0,shooter,0.07,0.02,0.0,0.02,54.0,7.05,T
murdered_soul_suspect,x360,2014.0,action,0.06,0.03,0.0,0.01,56.33,7.2,M
army_men_world_war_team_assault,ps,2001.0,action,0.06,0.04,0.0,0.01,65.0,7.8,E
deca_sports_ds,ds,2009.0,sports,0.07,0.02,0.0,0.01,57.0,7.43,E
nail_d,x360,2010.0,racing,0.08,0.02,0.0,0.01,64.0,7.1,E10+
tom_clancy_s_splinter_cell,gba,2003.0,action,0.07,0.03,0.0,0.0,77.0,8.6,T
bullet_witch,x360,2006.0,shooter,0.07,0.01,0.02,0.01,55.0,6.1,M
spider_man_web_of_shadows,ds,2008.0,action,0.09,0.0,0.0,0.01,77.0,7.5,E10+
pinball_hall_of_fame_the_williams_collection,3ds,2011.0,misc,0.09,0.0,0.0,0.01,67.0,7.3,E10+
rolling_stone_drum_king,wii,2009.0,misc,0.09,0.0,0.0,0.01,32.0,1.8,T
nba_ballers_rebound,psp,2006.0,sports,0.09,0.0,0.0,0.01,69.0,7.7,E
marvel_vs_capcom_clash_of_super_heroes,dc,1999.0,fighting,0.0,0.0,0.1,0.0,,,
silent_scope_complete,xb,2004.0,shooter,0.07,0.02,0.0,0.0,69.0,7.4,M
king_s_field_the_ancient_city,ps2,2001.0,role_playing,0.05,0.04,0.0,0.01,60.0,8.5,T
lego_rock_raiders,ps,1999.0,strategy,0.06,0.04,0.0,0.01,73.0,8.65,E
ghost_in_the_shell,ps,1997.0,simulation,0.06,0.04,0.0,0.01,85.5,8.0,E
leisure_suit_larry_box_office_bust,ps3,2009.0,adventure,0.06,0.03,0.0,0.01,17.0,1.7,M
attack_of_the_movies_3d,wii,2010.0,shooter,0.09,0.0,0.0,0.01,39.0,1.7,T
monkey_mischief_party_time,wii,2008.0,misc,0.09,0.0,0.0,0.01,69.0,7.0,E10+
evil_dead_fistfull_of_boomstick,xb,2003.0,action,0.07,0.02,0.0,0.0,65.0,8.0,T
tom_clancy_s_classic_trilogy,xb,2004.0,shooter,0.07,0.02,0.0,0.0,69.5,8.1,M
harvest_moon_ds_cute_jp_sales,ds,2005.0,simulation,0.0,0.0,0.1,0.0,75.0,7.85,T
little_league_world_series_baseball_2010,x360,2010.0,sports,0.09,0.0,0.0,0.01,55.0,7.0,E
indigo_prophecy,xb,2005.0,adventure,0.07,0.03,0.0,0.0,84.0,7.7,M
bleach_dark_souls_jp_sales,ds,2007.0,fighting,0.0,0.0,0.1,0.0,71.0,7.45,T
kiku_kaku_kotoba_o_fuyasu_hajimete_no_eigo_training,ds,2007.0,misc,0.0,0.0,0.1,0.0,63.0,6.6,E
generator_rex_agent_of_providence,3ds,2011.0,action,0.07,0.02,0.0,0.01,65.5,4.0,E10+
over_the_hedge,xb,2006.0,platform,0.07,0.02,0.0,0.0,61.0,8.1,E10+
cabela_s_north_american_adventures,psp,2010.0,sports,0.09,0.0,0.0,0.01,51.0,7.8,T
world_series_of_poker_2008_battle_for_the_bracelets,ps3,2007.0,misc,0.08,0.01,0.0,0.01,75.0,6.6,T
sneakers,xb,2002.0,puzzle,0.07,0.02,0.0,0.0,28.0,4.6,E
crime_crackers,ps,1994.0,role_playing,0.0,0.0,0.09,0.01,,,
nhl_2k6,x360,2005.0,sports,0.09,0.0,0.0,0.01,75.0,6.1,E10+
score_international_baja_1000_the_official_game,wii,2008.0,racing,0.09,0.0,0.0,0.01,65.0,7.05,E
micro_machines_v3,ps,1997.0,racing,0.06,0.04,0.0,0.01,,7.6,E
x_men_destiny,wii,2011.0,action,0.07,0.02,0.0,0.01,36.0,4.5,T
college_hoops_2k6,xb,2005.0,sports,0.07,0.02,0.0,0.0,82.0,9.2,E
contact,ds,2006.0,role_playing,0.07,0.0,0.03,0.01,73.0,8.2,E10+
warhammer_40_000_dawn_of_war_ii_chaos_rising,pc,2010.0,strategy,0.08,0.01,0.0,0.01,76.0,7.6,E10+
sakura_wars_2_kimi_shinitamou_koto_nakare,dc,2000.0,adventure,0.0,0.0,0.1,0.0,63.0,6.2,E
happy_feet_two,ds,2011.0,action,0.08,0.01,0.0,0.01,71.0,7.63,E
idol_janshi_suchie_pai_remix,sat,1995.0,misc,0.0,0.0,0.1,0.0,,,
nba_2k16,pc,2015.0,sports,0.03,0.06,0.0,0.01,86.5,5.7,E10+
exhibition_volume_03,xb,2003.0,misc,0.07,0.02,0.0,0.0,69.0,8.0,E
fate_hollow_ataraxia,psv,2014.0,adventure,0.0,0.0,0.1,0.0,60.0,6.45,E10+
marvel_super_hero_squad_the_infinity_gauntlet,3ds,2011.0,action,0.07,0.02,0.0,0.01,54.0,6.3,E10+
harvey_birdman_attorney_at_law,psp,2008.0,adventure,0.09,0.0,0.0,0.01,62.0,8.0,T
zero4_champ_rr_z,snes,1995.0,racing,0.0,0.0,0.1,0.0,,,
initial_d_street_stage,psp,2006.0,racing,0.0,0.0,0.1,0.0,69.0,7.35,E
tales_of_innocence_r,psv,2012.0,role_playing,0.0,0.0,0.1,0.0,74.5,7.0,M
harry_potter_and_the_deathly_hallows_part_2,pc,2011.0,action,0.05,0.04,0.0,0.01,43.0,5.0,T
nicktoons_mlb,ds,2011.0,sports,0.09,0.0,0.0,0.01,71.83,7.6,E
tom_clancy_s_hawx_2,wii,2010.0,action,0.06,0.03,0.0,0.01,47.0,5.63,T
predator_concrete_jungle,xb,2005.0,action,0.07,0.02,0.0,0.0,46.0,8.0,M
lucky_star_ryouou_gakuen_outousai,ps2,2008.0,adventure,0.0,0.0,0.1,0.0,58.5,6.57,E
start_the_party_save_the_world,ps3,2011.0,misc,0.0,0.08,0.0,0.02,66.0,6.45,E
opoona,wii,2007.0,role_playing,0.08,0.0,0.01,0.01,65.0,7.7,E10+
big_league_sports,wii,2008.0,sports,0.09,0.01,0.0,0.01,67.0,1.4,E
naruto_shippuden_gekito_ninja_taisen_ex,wii,2007.0,fighting,0.0,0.0,0.1,0.0,71.0,7.45,T
universal_studios_theme_parks_adventure,gc,2001.0,misc,0.08,0.02,0.0,0.0,39.0,2.9,T
nihon_keizai_shinbunsha_kanshuu_shiranai_mamade_wa_son_o_suru_mono_ya_okane_no_shikumi_ds,ds,2009.0,misc,0.0,0.0,0.1,0.0,70.0,7.2,E
steins_gate,psv,2013.0,adventure,0.04,0.04,0.0,0.02,83.0,9.2,M
piglet_s_big_game,ps2,2003.0,platform,0.05,0.04,0.0,0.01,70.0,8.0,E
real_bout_garou_densetsu,sat,1996.0,fighting,0.0,0.0,0.1,0.0,,,
prinny_2_dawn_of_operation_panties_dood,psp,2010.0,platform,0.05,0.0,0.03,0.01,65.5,7.45,E10+
project_fifa_world_cup,ps2,2002.0,sports,0.0,0.0,0.1,0.0,76.0,8.0,E
rocky_legends,xb,2004.0,action,0.07,0.02,0.0,0.0,67.0,5.2,T
the_bigs_2,psp,2009.0,sports,0.09,0.0,0.0,0.01,67.0,7.43,E10+
lord_of_apocalypse,psp,2011.0,role_playing,0.0,0.0,0.1,0.0,75.5,7.5,T
dora_kai_lan_s_pet_shelter,ds,2011.0,strategy,0.08,0.01,0.0,0.01,70.0,6.85,T
famicom_mini_famicom_tantei_club_part_ii_ushiro_ni_tatsu_shoujo_zenkouhen,gba,2004.0,adventure,0.0,0.0,0.1,0.0,65.0,8.2,E
nancy_drew_the_model_mysteries,ds,2010.0,puzzle,0.09,0.0,0.0,0.01,74.0,7.2,E10+
higurashi_no_nakukoru_ni_kizuna_dai_ni_kan_sou,ds,2008.0,adventure,0.0,0.0,0.1,0.0,58.5,6.57,E
cate_west_the_vanishing_files,ds,2008.0,adventure,0.08,0.01,0.0,0.01,68.0,6.57,E10+
star_trek_shattered_universe,ps2,2004.0,simulation,0.05,0.04,0.0,0.01,42.0,8.3,E
fifi_and_the_flowertots,ds,2009.0,misc,0.0,0.09,0.0,0.01,70.0,7.2,E
the_land_before_time_great_valley_racing_adventure,ps,2001.0,racing,0.05,0.04,0.0,0.01,71.0,7.75,E
system_flaw,ds,2009.0,shooter,0.09,0.0,0.0,0.01,72.0,7.25,E
ultra_street_fighter_iv,ps4,2015.0,fighting,0.0,0.08,0.0,0.01,71.0,5.9,T
eve_valkyrie,ps4,2016.0,shooter,0.03,0.05,0.0,0.02,73.0,6.3,T
dragon_ball_evolution,psp,2009.0,fighting,0.09,0.0,0.0,0.01,28.0,0.9,T
the_walking_dead_season_two,x360,2014.0,adventure,0.04,0.05,0.0,0.01,60.0,6.45,E10+
the_crew_wild_run,ps4,2015.0,action,0.0,0.08,0.0,0.01,73.0,6.8,T
pajama_sam_don_t_fear_the_dark,wii,2008.0,adventure,0.09,0.0,0.0,0.01,58.5,6.57,E
the_walking_dead_season_two,psv,2014.0,adventure,0.07,0.0,0.01,0.02,60.0,6.45,E10+
mtx_mototrax,xb,2004.0,racing,0.07,0.02,0.0,0.0,79.0,8.1,E
blast_chamber,ps,1996.0,shooter,0.05,0.04,0.0,0.01,,,
championship_pony,ds,2008.0,simulation,0.09,0.0,0.0,0.01,65.0,7.45,E
nascar_unleashed,ps3,2011.0,racing,0.09,0.0,0.0,0.01,66.5,6.85,E
code_realize_sousei_no_himegimi,psv,2014.0,adventure,0.05,0.0,0.03,0.02,60.0,6.45,E10+
natural_doctrine,ps4,2014.0,role_playing,0.05,0.02,0.02,0.01,53.0,6.0,M
neverdead,x360,2012.0,shooter,0.06,0.03,0.0,0.01,52.0,5.5,M
eyetoy_operation_spy,ps2,2005.0,action,0.05,0.04,0.0,0.01,53.0,7.8,E
motogp_07,ps2,2007.0,racing,0.05,0.04,0.0,0.01,62.0,9.1,E
blades_of_time,ps3,2012.0,action,0.04,0.03,0.01,0.01,53.0,7.2,M
disney_sing_it_high_school_musical_3_senior_year,x360,2009.0,misc,0.09,0.0,0.0,0.01,70.0,7.2,E
thor_god_of_thunder,3ds,2011.0,action,0.06,0.03,0.0,0.01,55.0,4.2,T
option_tuning_car_battle,ps,1998.0,racing,0.0,0.0,0.09,0.01,88.0,,
ridge_racer_2,psp,2006.0,racing,0.0,0.02,0.07,0.01,69.0,7.35,E
pro_evolution_soccer_2016,x360,2015.0,sports,0.04,0.05,0.0,0.01,82.67,7.0,E
derby_jockey_2,snes,1995.0,sports,0.0,0.0,0.1,0.0,,,
cubic_ninja,3ds,2011.0,platform,0.05,0.04,0.0,0.01,51.0,5.9,E
famicom_mini_mappy,gba,2004.0,platform,0.0,0.0,0.09,0.0,70.0,8.4,E
ben_10_galactic_racing,x360,2011.0,racing,0.07,0.02,0.0,0.01,66.5,3.8,E
reign_of_fire,xb,2002.0,shooter,0.07,0.02,0.0,0.0,54.0,6.45,M
descent_maximum,ps,1997.0,shooter,0.05,0.04,0.0,0.01,79.0,,E
f1_2014,pc,2014.0,racing,0.0,0.09,0.0,0.01,61.0,4.8,E
king_of_clubs_mini_golf,wii,2008.0,sports,0.09,0.0,0.0,0.01,67.0,7.05,E
harvest_moon_frantic_farming,ds,2009.0,puzzle,0.08,0.0,0.0,0.01,72.0,6.8,E
angry_birds_star_wars,wiiu,2013.0,strategy,0.05,0.04,0.0,0.01,52.0,6.8,E
petz_hamsterz_superstarz,ds,2009.0,simulation,0.09,0.0,0.0,0.01,66.0,7.75,E
blue_dragon_awakened_shadow,ds,2009.0,role_playing,0.06,0.0,0.03,0.0,63.0,6.6,E10+
star_wars_lethal_alliance,ds,2006.0,action,0.08,0.01,0.0,0.01,57.0,7.0,E10+
shining_force_exa,ps2,2007.0,role_playing,0.0,0.0,0.1,0.0,64.0,7.3,E10+
virtual_pro_wrestling,ps,1996.0,fighting,0.0,0.0,0.09,0.01,,,
rapala_pro_bass_fishing_2010,ds,2010.0,sports,0.09,0.0,0.0,0.01,68.0,8.5,E
shadow_tower,ps,1998.0,role_playing,0.01,0.01,0.07,0.01,81.0,8.5,T
digimon_world_ds,ds,2006.0,role_playing,0.09,0.0,0.0,0.01,71.0,7.6,E10+
luminous_arc_2_jp_sales,ds,2008.0,role_playing,0.0,0.0,0.1,0.0,,,
csi_hard_evidence,x360,2007.0,adventure,0.07,0.02,0.0,0.01,70.0,7.6,E
mysims_skyheroes,x360,2010.0,action,0.09,0.0,0.0,0.01,56.0,5.5,E10+
ford_racing_3,ds,2005.0,racing,0.09,0.0,0.0,0.01,49.0,6.6,E
ice_age_2_the_meltdown,xb,2006.0,platform,0.07,0.02,0.0,0.0,68.0,7.9,E10+
guilty_gear_isuka,ps2,2004.0,fighting,0.05,0.04,0.0,0.01,73.0,7.5,T
the_secret_saturdays_beasts_of_the_5th_sun,wii,2009.0,action,0.09,0.0,0.0,0.01,60.0,7.1,E10+
horse_life_adventures,ds,2008.0,simulation,0.08,0.01,0.0,0.01,65.0,7.45,E
the_idolmaster_platinum_stars,ps4,2016.0,simulation,0.0,0.0,0.1,0.0,67.0,7.0,E
jikkyou_powerful_pro_yakyuu_2013,psv,2013.0,sports,0.0,0.0,0.1,0.0,78.5,5.2,E
tornado_outbreak,wii,2009.0,action,0.09,0.0,0.0,0.01,71.0,8.2,E10+
shadow_master,ps,1997.0,adventure,0.05,0.04,0.0,0.01,83.0,,E
global_touring_challenge_africa,ps2,2001.0,racing,0.05,0.04,0.0,0.01,64.0,7.75,E
shovel_knight,wiiu,2015.0,platform,0.05,0.04,0.0,0.01,88.0,8.3,E
makai_shin_trillion,psv,2014.0,role_playing,0.02,0.01,0.06,0.01,72.5,7.35,M
tokimeki_memorial_taisen_pazurudama,ps,1996.0,puzzle,0.0,0.0,0.09,0.01,,,
digimon_world_next_order,psv,2016.0,action,0.0,0.0,0.1,0.0,73.0,6.95,M
who_wants_to_be_a_millionaire,x360,2011.0,misc,0.09,0.0,0.0,0.01,66.0,6.45,E
the_secret_saturdays_beasts_of_the_5th_sun,psp,2009.0,action,0.08,0.0,0.0,0.01,60.0,7.1,E10+
operation_abyss_new_tokyo_legacy,psv,2014.0,role_playing,0.02,0.0,0.06,0.01,66.0,7.3,M
skylanders_spyro_s_adventure,pc,2011.0,action,0.05,0.03,0.0,0.01,79.5,3.5,E10+
man_vs_wild,x360,2011.0,action,0.09,0.0,0.0,0.01,65.5,4.6,T
ciel_nosurge_ushinawareta_hoshi_e_sasagu_uta,psv,2012.0,adventure,0.0,0.0,0.1,0.0,68.0,7.4,M
watchmen_the_end_is_nigh_part_1_2,x360,2009.0,action,0.09,0.0,0.0,0.01,63.0,7.1,E10+
motogp_2,xb,2003.0,racing,0.07,0.02,0.0,0.0,87.0,8.5,E
pro_yakyuu_famista_ds,ds,2007.0,sports,0.0,0.0,0.1,0.0,73.0,6.82,E
happy_feet_two,x360,2008.0,action,0.08,0.01,0.0,0.01,71.0,7.2,E
icarly_2_ijoin_the_click,wii,2010.0,adventure,0.08,0.01,0.0,0.01,61.0,9.0,E
ultimate_muscle_the_kinnikuman_legacy_the_path_of_the_superhero,gba,2002.0,fighting,0.05,0.02,0.03,0.0,67.0,7.85,T
gundam_breaker_3,ps4,2016.0,action,0.0,0.0,0.1,0.0,73.0,6.95,M
etrian_odyssey_2_untold_knight_of_fafnir,3ds,2014.0,role_playing,0.07,0.02,0.0,0.01,72.5,7.35,M
paws_claws_pet_vet,wii,2009.0,simulation,0.09,0.0,0.0,0.01,66.0,7.75,E
dora_s_cooking_club,ds,2010.0,misc,0.08,0.01,0.0,0.01,66.0,6.4,E
heatseeker,wii,2007.0,action,0.08,0.0,0.0,0.01,62.0,6.2,T
ar_tonelico_melody_of_elemia,ps2,2006.0,role_playing,0.0,0.0,0.1,0.0,71.0,7.7,T
sol_trigger,psp,2012.0,role_playing,0.0,0.0,0.1,0.0,74.5,7.0,M
castlevania_double_pack,gba,2006.0,platform,0.07,0.03,0.0,0.0,86.0,8.4,T
ballistic_ecks_vs_sever,gba,2002.0,shooter,0.07,0.03,0.0,0.0,70.5,7.8,T
samurai_warriors_4_empires,ps4,2015.0,action,0.02,0.01,0.06,0.01,71.0,6.5,T
jikkyou_powerful_pro_yakyuu_11,gc,2004.0,sports,0.0,0.0,0.09,0.0,78.0,8.3,E
ninja_reflex,ds,2008.0,action,0.09,0.0,0.0,0.01,54.0,6.0,E10+
steel_battalion,xb,2002.0,simulation,0.05,0.02,0.02,0.0,83.0,8.5,T
street_fighter_collection,ps,1997.0,fighting,0.0,0.0,0.09,0.01,,,
alvin_and_the_chipmunks_the_squeakquel,wii,2009.0,misc,0.09,0.0,0.0,0.01,70.0,7.2,E
digimon_story_super_xros_wars_blue_red,ds,2011.0,role_playing,0.0,0.0,0.1,0.0,75.5,7.5,T
power_stone_collection,psp,2006.0,action,0.08,0.0,0.0,0.01,74.0,6.8,T
cartoon_network_punch_time_explosion,3ds,2011.0,fighting,0.07,0.02,0.0,0.01,58.0,5.9,E10+
tennis_no_oji_sama_motto_gakuensai_no_ouji_sama_more_sweet_edition,ds,2010.0,sports,0.0,0.0,0.1,0.0,68.0,7.0,E
bejeweled_twist,ds,2010.0,puzzle,0.0,0.08,0.0,0.01,77.0,7.3,E
blast_works_build_trade_destroy,wii,2008.0,shooter,0.09,0.0,0.0,0.01,78.0,7.7,E
mx_superfly_featuring_ricky_carmichael,xb,2002.0,racing,0.07,0.02,0.0,0.0,69.0,7.4,E
gokuhou_mecha_mote_iinchou_mm_town_de_miracle_change,ds,2009.0,simulation,0.0,0.0,0.1,0.0,66.0,7.75,E
snk_vs_capcom_card_fighters_ds,ds,2006.0,strategy,0.09,0.0,0.0,0.01,48.0,4.8,T
kuroko_s_basketball_miracle_game,3ds,2014.0,sports,0.0,0.0,0.1,0.0,78.5,5.45,E
medieval_ii_total_war,pc,2006.0,strategy,0.0,0.08,0.0,0.02,88.0,8.9,T
lego_star_wars_the_force_awakens,psv,2016.0,action,0.01,0.06,0.01,0.02,76.0,7.1,E10+
darkest_of_days,x360,2009.0,shooter,0.09,0.0,0.0,0.01,44.0,4.8,M
skylanders_imaginators,xone,2016.0,platform,0.05,0.04,0.0,0.01,78.0,6.0,E10+
minority_report_everybody_runs,xb,2002.0,action,0.07,0.02,0.0,0.0,54.0,5.0,T
nascar,psp,2006.0,racing,0.09,0.0,0.0,0.01,66.0,5.3,E
the_voice,wiiu,2014.0,action,0.08,0.0,0.0,0.01,72.0,7.1,M
one_piece_burning_blood,psv,2016.0,fighting,0.0,0.02,0.07,0.0,62.0,7.8,T
shox,ps2,2002.0,racing,0.05,0.04,0.0,0.01,78.0,7.4,E
rio,x360,2011.0,misc,0.05,0.03,0.0,0.01,60.0,7.0,E10+
gundam_breaker,psv,2013.0,action,0.0,0.0,0.09,0.0,76.0,7.45,M
unou_no_tatsujin_soukai_machigai_museum_2,ds,2007.0,misc,0.0,0.0,0.09,0.0,63.0,6.6,E
kiniro_no_corda_3,psp,2010.0,adventure,0.0,0.0,0.09,0.0,61.0,7.6,E
playboy_the_mansion,xb,2005.0,simulation,0.07,0.02,0.0,0.0,61.0,4.1,M
neo_atlas,ps,1998.0,strategy,0.0,0.0,0.09,0.01,88.0,8.7,E
disney_s_aladdin_in_nasira_s_revenge,ps,2000.0,action,0.05,0.04,0.0,0.01,61.0,8.3,E
seaworld_adventure_parks_shamu_s_deep_sea_adventure,gc,2005.0,adventure,0.07,0.02,0.0,0.0,66.0,7.75,E10+
squinkies_2_adventure_mall_surprize,ds,2011.0,platform,0.09,0.0,0.0,0.01,77.0,8.15,E
winning_post_6,ps2,2003.0,sports,0.0,0.0,0.09,0.0,80.0,8.3,E
egg_monster_hero,ds,1988.0,role_playing,0.0,0.0,0.09,0.0,,,E
whacked,xb,2002.0,misc,0.07,0.02,0.0,0.0,64.5,7.55,E
barnyard,ps2,2006.0,action,0.05,0.04,0.0,0.01,62.0,8.7,E10+
ultimate_marvel_vs_capcom_3,ps3,2011.0,fighting,0.0,0.04,0.04,0.01,80.0,6.2,T
mindjack,x360,2011.0,shooter,0.07,0.02,0.0,0.01,43.0,1.2,M
pac_man_world_3,gc,2005.0,platform,0.07,0.02,0.0,0.0,66.0,7.3,E
thinksmart,ds,2010.0,misc,0.09,0.0,0.0,0.01,66.0,6.4,E
national_geographic_challenge,wii,2011.0,misc,0.07,0.02,0.0,0.01,66.0,6.45,E
rocky,gc,2002.0,fighting,0.07,0.02,0.0,0.0,74.0,7.85,T
glory_days_2,ds,2007.0,strategy,0.08,0.0,0.0,0.01,73.0,7.3,E10+
just_dance_2017,wiiu,2016.0,misc,0.03,0.06,0.0,0.01,74.0,8.0,E10+
brain_age_concentration_training,3ds,2012.0,puzzle,0.09,0.0,0.0,0.01,71.0,7.9,E
crash_n_burn,xb,2004.0,racing,0.07,0.02,0.0,0.0,65.0,6.4,T
nfl_blitz_20_02,xb,2002.0,sports,0.07,0.02,0.0,0.0,77.0,8.9,E
natgeo_challenge_wild_life,ps3,2010.0,misc,0.05,0.03,0.0,0.01,66.0,6.4,E
metal_fight_beyblade,ds,2009.0,action,0.0,0.0,0.09,0.0,63.0,7.1,E10+
robots,xb,2005.0,action,0.07,0.02,0.0,0.0,60.0,6.35,E
kung_fu_panda_2,ps3,2011.0,action,0.04,0.04,0.0,0.01,65.5,6.7,E10+
pac_man_and_the_ghostly_adventures_2,ps3,2014.0,adventure,0.05,0.03,0.0,0.02,59.0,6.3,E10+
hakuoki_demon_of_the_fleeting_blossom,psp,2009.0,adventure,0.08,0.0,0.0,0.01,79.0,8.3,M
field_stream_total_outdoorsman_challenge,x360,2010.0,sports,0.09,0.0,0.0,0.01,68.0,7.0,E
speed_kings,ps2,2003.0,racing,0.05,0.04,0.0,0.01,61.0,7.8,E
dungeons,pc,2011.0,strategy,0.07,0.02,0.0,0.01,65.0,4.6,M
little_league_world_series_baseball_2008,wii,2008.0,sports,0.09,0.0,0.0,0.01,70.0,8.0,E
winter_stars,x360,2011.0,sports,0.05,0.03,0.0,0.01,46.0,6.5,E
disney_planes_fire_rescue,3ds,2014.0,action,0.01,0.08,0.0,0.01,72.0,7.1,M
langrisser_v_the_end_of_legend,sat,1998.0,strategy,0.0,0.0,0.09,0.0,88.0,8.7,E
photokano,psp,2012.0,adventure,0.0,0.0,0.09,0.0,68.0,7.4,M
ouchi_mainichi_tamagotchi,3ds,2012.0,action,0.0,0.0,0.09,0.0,74.0,7.2,M
bladestorm_the_hundred_years_war,x360,2007.0,action,0.08,0.01,0.0,0.01,63.0,6.8,T
fresh_precure_asobi_collection,ds,2009.0,action,0.0,0.0,0.09,0.0,63.0,7.1,E10+
super_robot_wars_og_the_moon_dwellers,ps4,2016.0,misc,0.0,0.0,0.09,0.0,74.0,8.0,E10+
populous_the_beginning,ps,1998.0,strategy,0.05,0.04,0.0,0.01,88.0,8.7,E
chess,ps,2001.0,strategy,0.05,0.04,0.0,0.01,78.0,8.45,T
rosco_mcqueen_firefighter_extreme,ps,1997.0,action,0.05,0.04,0.0,0.01,85.0,8.3,T
terranigma,snes,1995.0,role_playing,0.0,0.0,0.09,0.0,81.5,8.5,E10+
burnout_paradise_the_ultimate_box,pc,2009.0,racing,0.0,0.08,0.0,0.01,87.0,7.5,E10+
johnny_bravo_in_the_hukka_mega_mighty_ultra_extreme_date_o_rama,ds,2009.0,action,0.09,0.0,0.0,0.01,63.0,7.1,E10+
girls_und_panzer_i_will_master_tankery,psv,2014.0,action,0.0,0.0,0.09,0.0,72.0,7.1,M
forever_kingdom,ps2,2001.0,role_playing,0.02,0.02,0.04,0.01,64.0,7.8,T
blitz_overtime,psp,2006.0,sports,0.09,0.0,0.0,0.01,72.0,7.5,M
altered_beast_guardian_of_the_realms,gba,2002.0,action,0.07,0.02,0.0,0.0,63.0,4.8,T
populous_ds,ds,2008.0,strategy,0.07,0.0,0.02,0.01,60.0,7.2,E10+
the_legend_of_heroes_a_tear_of_vermillion,psp,2005.0,role_playing,0.08,0.0,0.0,0.01,68.0,7.7,T
young_justice_legacy,ps3,2013.0,action,0.06,0.01,0.0,0.02,76.0,4.9,T
ys_viii_lacrimosa_of_dana,psv,2016.0,role_playing,0.0,0.0,0.09,0.0,83.0,7.63,T
raven_squad_operation_hidden_dagger,x360,2009.0,shooter,0.08,0.01,0.0,0.01,38.0,3.5,T
